date,product_line,step,device,channel,users,source
2026-07-23,auto,add_payment_info,desktop,sea,20,dummy
2026-07-23,auto,purchase,desktop,sea,16,dummy
2026-07-23,auto,page_view,desktop,seo,427,dummy
2026-07-23,auto,view_item,desktop,seo,224,dummy
2026-07-23,auto,add_to_cart,desktop,seo,101,dummy
2026-07-23,auto,begin_checkout,desktop,seo,33,dummy
2026-07-23,auto,add_payment_info,desktop,seo,21,dummy
2026-07-23,auto,purchase,desktop,seo,16,dummy
2026-07-23,auto,page_view,desktop,direct,239,dummy
2026-07-23,auto,view_item,desktop,direct,136,dummy
2026-07-23,auto,add_to_cart,desktop,direct,76,dummy
2026-07-23,auto,begin_checkout,desktop,direct,26,dummy
2026-07-23,auto,add_payment_info,desktop,direct,16,dummy
2026-07-23,auto,purchase,desktop,direct,14,dummy
2026-07-23,auto,page_view,desktop,email,130,dummy
2026-07-23,auto,view_item,desktop,email,69,dummy
2026-07-23,auto,add_to_cart,desktop,email,32,dummy
2026-07-23,auto,begin_checkout,desktop,email,6,dummy
2026-07-23,auto,add_payment_info,desktop,email,5,dummy
2026-07-23,auto,purchase,desktop,email,4,dummy
2026-07-23,auto,page_view,desktop,paid_social,110,dummy
2026-07-23,auto,view_item,desktop,paid_social,61,dummy
2026-07-23,auto,add_to_cart,desktop,paid_social,24,dummy
2026-07-23,auto,begin_checkout,desktop,paid_social,5,dummy
2026-07-23,auto,add_payment_info,desktop,paid_social,3,dummy
2026-07-23,auto,purchase,desktop,paid_social,2,dummy
2026-07-23,auto,page_view,desktop,affiliate,155,dummy
2026-07-23,auto,view_item,desktop,affiliate,90,dummy
2026-07-23,auto,add_to_cart,desktop,affiliate,36,dummy
2026-07-23,auto,begin_checkout,desktop,affiliate,12,dummy
2026-07-23,auto,add_payment_info,desktop,affiliate,10,dummy
2026-07-23,auto,purchase,desktop,affiliate,8,dummy
2026-07-23,auto,page_view,desktop,referral,86,dummy
2026-07-23,auto,view_item,desktop,referral,39,dummy
2026-07-23,auto,add_to_cart,desktop,referral,18,dummy
2026-07-23,auto,begin_checkout,desktop,referral,6,dummy
2026-07-23,auto,add_payment_info,desktop,referral,5,dummy
2026-07-23,auto,purchase,desktop,referral,5,dummy
2026-07-23,auto,page_view,tablet,sea,89,dummy
2026-07-23,auto,view_item,tablet,sea,42,dummy
2026-07-23,auto,add_to_cart,tablet,sea,10,dummy
2026-07-23,auto,begin_checkout,tablet,sea,4,dummy
2026-07-23,auto,add_payment_info,tablet,sea,4,dummy
2026-07-23,auto,purchase,tablet,sea,4,dummy
2026-07-23,auto,page_view,tablet,seo,83,dummy
2026-07-23,auto,view_item,tablet,seo,44,dummy
2026-07-23,auto,add_to_cart,tablet,seo,17,dummy
2026-07-23,auto,begin_checkout,tablet,seo,3,dummy
2026-07-23,auto,add_payment_info,tablet,seo,3,dummy
2026-07-23,auto,purchase,tablet,seo,1,dummy
2026-07-23,auto,page_view,tablet,direct,41,dummy
2026-07-23,auto,view_item,tablet,direct,20,dummy
2026-07-23,auto,add_to_cart,tablet,direct,8,dummy
2026-07-23,auto,begin_checkout,tablet,direct,1,dummy
2026-07-23,auto,add_payment_info,tablet,direct,1,dummy
2026-07-23,auto,purchase,tablet,direct,1,dummy
2026-07-23,auto,page_view,tablet,email,18,dummy
2026-07-23,auto,view_item,tablet,email,13,dummy
2026-07-23,auto,add_to_cart,tablet,email,7,dummy
2026-07-23,auto,begin_checkout,tablet,email,5,dummy
2026-07-23,auto,add_payment_info,tablet,email,1,dummy
2026-07-23,auto,purchase,tablet,email,1,dummy
2026-07-23,auto,page_view,tablet,paid_social,19,dummy
2026-07-23,auto,view_item,tablet,paid_social,8,dummy
2026-07-23,auto,add_to_cart,tablet,paid_social,5,dummy
2026-07-23,auto,begin_checkout,tablet,paid_social,3,dummy
2026-07-23,auto,add_payment_info,tablet,paid_social,3,dummy
2026-07-23,auto,purchase,tablet,paid_social,3,dummy
2026-07-23,auto,page_view,tablet,affiliate,33,dummy
2026-07-23,auto,view_item,tablet,affiliate,19,dummy
2026-07-23,auto,add_to_cart,tablet,affiliate,3,dummy
2026-07-23,auto,begin_checkout,tablet,affiliate,1,dummy
2026-07-23,auto,add_payment_info,tablet,affiliate,0,dummy
2026-07-23,auto,purchase,tablet,affiliate,0,dummy
2026-07-23,auto,page_view,tablet,referral,17,dummy
2026-07-23,auto,view_item,tablet,referral,10,dummy
2026-07-23,auto,add_to_cart,tablet,referral,7,dummy
2026-07-23,auto,begin_checkout,tablet,referral,5,dummy
2026-07-23,auto,add_payment_info,tablet,referral,3,dummy
2026-07-23,auto,purchase,tablet,referral,3,dummy
2026-07-24,auto,page_view,mobile,sea,885,dummy
2026-07-24,auto,view_item,mobile,sea,349,dummy
2026-07-24,auto,add_to_cart,mobile,sea,123,dummy
2026-07-24,auto,begin_checkout,mobile,sea,35,dummy
2026-07-24,auto,add_payment_info,mobile,sea,25,dummy
2026-07-24,auto,purchase,mobile,sea,20,dummy
2026-07-24,auto,page_view,mobile,seo,770,dummy
2026-07-24,auto,view_item,mobile,seo,282,dummy
2026-07-24,auto,add_to_cart,mobile,seo,132,dummy
2026-07-24,auto,begin_checkout,mobile,seo,39,dummy
2026-07-24,auto,add_payment_info,mobile,seo,27,dummy
2026-07-24,auto,purchase,mobile,seo,18,dummy
2026-07-24,auto,page_view,mobile,direct,426,dummy
2026-07-24,auto,view_item,mobile,direct,158,dummy
2026-07-24,auto,add_to_cart,mobile,direct,62,dummy
2026-07-24,auto,begin_checkout,mobile,direct,30,dummy
2026-07-24,auto,add_payment_info,mobile,direct,19,dummy
2026-07-24,auto,purchase,mobile,direct,14,dummy
2026-07-24,auto,page_view,mobile,email,264,dummy
2026-07-24,auto,view_item,mobile,email,104,dummy
2026-07-24,auto,add_to_cart,mobile,email,49,dummy
2026-07-24,auto,begin_checkout,mobile,email,15,dummy
2026-07-24,auto,add_payment_info,mobile,email,14,dummy
2026-07-24,auto,purchase,mobile,email,13,dummy
2026-07-24,auto,page_view,mobile,paid_social,201,dummy
2026-07-24,auto,view_item,mobile,paid_social,77,dummy
2026-07-24,auto,add_to_cart,mobile,paid_social,33,dummy
2026-07-24,auto,begin_checkout,mobile,paid_social,14,dummy
2026-07-24,auto,add_payment_info,mobile,paid_social,10,dummy
2026-07-24,auto,purchase,mobile,paid_social,7,dummy
2026-07-24,auto,page_view,mobile,affiliate,291,dummy
2026-07-24,auto,view_item,mobile,affiliate,113,dummy
2026-07-24,auto,add_to_cart,mobile,affiliate,56,dummy
2026-07-24,auto,begin_checkout,mobile,affiliate,16,dummy
2026-07-24,auto,add_payment_info,mobile,affiliate,12,dummy
2026-07-24,auto,purchase,mobile,affiliate,12,dummy
2026-07-24,auto,page_view,mobile,referral,150,dummy
2026-07-24,auto,view_item,mobile,referral,68,dummy
2026-07-24,auto,add_to_cart,mobile,referral,33,dummy
2026-07-24,auto,begin_checkout,mobile,referral,9,dummy
2026-07-24,auto,add_payment_info,mobile,referral,7,dummy
2026-07-24,auto,purchase,mobile,referral,6,dummy
2026-07-24,auto,page_view,desktop,sea,541,dummy
2026-07-24,auto,view_item,desktop,sea,293,dummy
2026-07-24,auto,add_to_cart,desktop,sea,103,dummy
2026-07-24,auto,begin_checkout,desktop,sea,31,dummy
2026-07-24,auto,add_payment_info,desktop,sea,18,dummy
2026-07-24,auto,purchase,desktop,sea,18,dummy
2026-07-24,auto,page_view,desktop,seo,426,dummy
2026-07-24,auto,view_item,desktop,seo,216,dummy
2026-07-24,auto,add_to_cart,desktop,seo,89,dummy
2026-07-24,auto,begin_checkout,desktop,seo,20,dummy
2026-07-24,auto,add_payment_info,desktop,seo,15,dummy
2026-07-24,auto,purchase,desktop,seo,12,dummy
2026-07-24,auto,page_view,desktop,direct,247,dummy
2026-07-24,auto,view_item,desktop,direct,153,dummy
2026-07-24,auto,add_to_cart,desktop,direct,75,dummy
2026-07-24,auto,begin_checkout,desktop,direct,25,dummy
2026-07-24,auto,add_payment_info,desktop,direct,16,dummy
2026-07-24,auto,purchase,desktop,direct,14,dummy
2026-07-24,auto,page_view,desktop,email,123,dummy
2026-07-24,auto,view_item,desktop,email,70,dummy
2026-07-24,auto,add_to_cart,desktop,email,36,dummy
2026-07-24,auto,begin_checkout,desktop,email,14,dummy
2026-07-24,auto,add_payment_info,desktop,email,10,dummy
2026-07-24,auto,purchase,desktop,email,8,dummy
2026-07-24,auto,page_view,desktop,paid_social,112,dummy
2026-07-24,auto,view_item,desktop,paid_social,64,dummy
2026-07-24,auto,add_to_cart,desktop,paid_social,21,dummy
2026-07-24,auto,begin_checkout,desktop,paid_social,10,dummy
2026-07-24,auto,add_payment_info,desktop,paid_social,8,dummy
2026-07-24,auto,purchase,desktop,paid_social,7,dummy
2026-07-24,auto,page_view,desktop,affiliate,169,dummy
2026-07-24,auto,view_item,desktop,affiliate,81,dummy
2026-07-24,auto,add_to_cart,desktop,affiliate,39,dummy
2026-07-24,auto,begin_checkout,desktop,affiliate,15,dummy
2026-07-24,auto,add_payment_info,desktop,affiliate,12,dummy
2026-07-24,auto,purchase,desktop,affiliate,11,dummy
2026-07-24,auto,page_view,desktop,referral,99,dummy
2026-07-24,auto,view_item,desktop,referral,53,dummy
2026-07-24,auto,add_to_cart,desktop,referral,24,dummy
2026-07-24,auto,begin_checkout,desktop,referral,10,dummy
2026-07-24,auto,add_payment_info,desktop,referral,7,dummy
2026-07-24,auto,purchase,desktop,referral,3,dummy
2026-07-24,auto,page_view,tablet,sea,88,dummy
2026-07-24,auto,view_item,tablet,sea,46,dummy
2026-07-24,auto,add_to_cart,tablet,sea,14,dummy
2026-07-24,auto,begin_checkout,tablet,sea,2,dummy
2026-07-24,auto,add_payment_info,tablet,sea,1,dummy
2026-07-24,auto,purchase,tablet,sea,1,dummy
2026-07-24,auto,page_view,tablet,seo,107,dummy
2026-07-24,auto,view_item,tablet,seo,67,dummy
2026-07-24,auto,add_to_cart,tablet,seo,24,dummy
2026-07-24,auto,begin_checkout,tablet,seo,5,dummy
2026-07-24,auto,add_payment_info,tablet,seo,4,dummy
2026-07-24,auto,purchase,tablet,seo,4,dummy
2026-07-24,auto,page_view,tablet,direct,60,dummy
2026-07-24,auto,view_item,tablet,direct,35,dummy
2026-07-24,auto,add_to_cart,tablet,direct,18,dummy
2026-07-24,auto,begin_checkout,tablet,direct,9,dummy
2026-07-24,auto,add_payment_info,tablet,direct,7,dummy
2026-07-24,auto,purchase,tablet,direct,7,dummy
2026-07-24,auto,page_view,tablet,email,18,dummy
2026-07-24,auto,view_item,tablet,email,13,dummy
2026-07-24,auto,add_to_cart,tablet,email,6,dummy
2026-07-24,auto,begin_checkout,tablet,email,2,dummy
2026-07-24,auto,add_payment_info,tablet,email,2,dummy
2026-07-24,auto,purchase,tablet,email,0,dummy
2026-07-24,auto,page_view,tablet,paid_social,25,dummy
2026-07-24,auto,view_item,tablet,paid_social,17,dummy
2026-07-24,auto,add_to_cart,tablet,paid_social,9,dummy
2026-07-24,auto,begin_checkout,tablet,paid_social,4,dummy
2026-07-24,auto,add_payment_info,tablet,paid_social,2,dummy
2026-07-24,auto,purchase,tablet,paid_social,2,dummy
2026-07-24,auto,page_view,tablet,affiliate,31,dummy
2026-07-24,auto,view_item,tablet,affiliate,21,dummy
2026-07-24,auto,add_to_cart,tablet,affiliate,7,dummy
2026-07-24,auto,begin_checkout,tablet,affiliate,1,dummy
2026-07-24,auto,add_payment_info,tablet,affiliate,1,dummy
2026-07-24,auto,purchase,tablet,affiliate,1,dummy
2026-07-24,auto,page_view,tablet,referral,15,dummy
2026-07-24,auto,view_item,tablet,referral,8,dummy
2026-07-24,auto,add_to_cart,tablet,referral,5,dummy
2026-07-24,auto,begin_checkout,tablet,referral,3,dummy
2026-07-24,auto,add_payment_info,tablet,referral,3,dummy
2026-07-24,auto,purchase,tablet,referral,2,dummy
2026-07-25,auto,page_view,mobile,sea,725,dummy
2026-07-25,auto,view_item,mobile,sea,284,dummy
2026-07-25,auto,add_to_cart,mobile,sea,100,dummy
2026-07-25,auto,begin_checkout,mobile,sea,27,dummy
2026-07-25,auto,add_payment_info,mobile,sea,21,dummy
2026-07-25,auto,purchase,mobile,sea,17,dummy
2026-07-25,auto,page_view,mobile,seo,582,dummy
2026-07-25,auto,view_item,mobile,seo,223,dummy
2026-07-25,auto,add_to_cart,mobile,seo,95,dummy
2026-07-25,auto,begin_checkout,mobile,seo,28,dummy
2026-07-25,auto,add_payment_info,mobile,seo,17,dummy
2026-07-25,auto,purchase,mobile,seo,16,dummy
2026-07-25,auto,page_view,mobile,direct,371,dummy
2026-07-25,auto,view_item,mobile,direct,135,dummy
2026-07-25,auto,add_to_cart,mobile,direct,56,dummy
2026-07-25,auto,begin_checkout,mobile,direct,22,dummy
2026-07-25,auto,add_payment_info,mobile,direct,14,dummy
2026-07-25,auto,purchase,mobile,direct,8,dummy
2026-07-25,auto,page_view,mobile,email,197,dummy
2026-07-25,auto,view_item,mobile,email,84,dummy
2026-07-25,auto,add_to_cart,mobile,email,42,dummy
2026-07-25,auto,begin_checkout,mobile,email,9,dummy
2026-07-25,auto,add_payment_info,mobile,email,4,dummy
2026-07-25,auto,purchase,mobile,email,4,dummy
2026-07-25,auto,page_view,mobile,paid_social,160,dummy
2026-07-25,auto,view_item,mobile,paid_social,70,dummy
2026-07-25,auto,add_to_cart,mobile,paid_social,29,dummy
2026-07-25,auto,begin_checkout,mobile,paid_social,10,dummy
2026-07-25,auto,add_payment_info,mobile,paid_social,2,dummy
2026-07-25,auto,purchase,mobile,paid_social,2,dummy
2026-07-25,auto,page_view,mobile,affiliate,240,dummy
2026-07-25,auto,view_item,mobile,affiliate,85,dummy
2026-07-25,auto,add_to_cart,mobile,affiliate,45,dummy
2026-07-25,auto,begin_checkout,mobile,affiliate,13,dummy
2026-07-25,auto,add_payment_info,mobile,affiliate,9,dummy
2026-07-25,auto,purchase,mobile,affiliate,7,dummy
2026-07-25,auto,page_view,mobile,referral,118,dummy
2026-07-25,auto,view_item,mobile,referral,45,dummy
2026-07-25,auto,add_to_cart,mobile,referral,18,dummy
2026-07-25,auto,begin_checkout,mobile,referral,8,dummy
2026-07-25,auto,add_payment_info,mobile,referral,6,dummy
2026-07-25,auto,purchase,mobile,referral,5,dummy
2026-07-25,auto,page_view,desktop,sea,372,dummy
2026-07-25,auto,view_item,desktop,sea,202,dummy
2026-07-25,auto,add_to_cart,desktop,sea,61,dummy
2026-07-25,auto,begin_checkout,desktop,sea,17,dummy
2026-07-25,auto,add_payment_info,desktop,sea,8,dummy
2026-07-25,auto,purchase,desktop,sea,7,dummy
2026-07-25,auto,page_view,desktop,seo,330,dummy
2026-07-25,auto,view_item,desktop,seo,180,dummy
2026-07-25,auto,add_to_cart,desktop,seo,83,dummy
2026-07-25,auto,begin_checkout,desktop,seo,31,dummy
2026-07-25,auto,add_payment_info,desktop,seo,23,dummy
2026-07-25,auto,purchase,desktop,seo,19,dummy
2026-07-25,auto,page_view,desktop,direct,183,dummy
2026-07-25,auto,view_item,desktop,direct,97,dummy
2026-07-25,auto,add_to_cart,desktop,direct,42,dummy
2026-07-25,auto,begin_checkout,desktop,direct,10,dummy
2026-07-25,auto,add_payment_info,desktop,direct,7,dummy
2026-07-25,auto,purchase,desktop,direct,6,dummy
2026-07-25,auto,page_view,desktop,email,116,dummy
2026-07-25,auto,view_item,desktop,email,69,dummy
2026-07-25,auto,add_to_cart,desktop,email,30,dummy
2026-07-25,auto,begin_checkout,desktop,email,9,dummy
2026-07-25,auto,add_payment_info,desktop,email,6,dummy
2026-07-25,auto,purchase,desktop,email,5,dummy
2026-07-25,auto,page_view,desktop,paid_social,88,dummy
2026-07-25,auto,view_item,desktop,paid_social,47,dummy
2026-07-25,auto,add_to_cart,desktop,paid_social,19,dummy
2026-07-25,auto,begin_checkout,desktop,paid_social,2,dummy
2026-07-25,auto,add_payment_info,desktop,paid_social,1,dummy
2026-07-25,auto,purchase,desktop,paid_social,1,dummy
2026-07-25,auto,page_view,desktop,affiliate,120,dummy
2026-07-25,auto,view_item,desktop,affiliate,69,dummy
2026-07-25,auto,add_to_cart,desktop,affiliate,32,dummy
2026-07-25,auto,begin_checkout,desktop,affiliate,13,dummy
2026-07-25,auto,add_payment_info,desktop,affiliate,6,dummy
2026-07-25,auto,purchase,desktop,affiliate,5,dummy
2026-07-25,auto,page_view,desktop,referral,77,dummy
2026-07-25,auto,view_item,desktop,referral,42,dummy
2026-07-25,auto,add_to_cart,desktop,referral,20,dummy
2026-07-25,auto,begin_checkout,desktop,referral,5,dummy
2026-07-25,auto,add_payment_info,desktop,referral,3,dummy
2026-07-25,auto,purchase,desktop,referral,3,dummy
2026-07-25,auto,page_view,tablet,sea,80,dummy
2026-07-25,auto,view_item,tablet,sea,44,dummy
2026-07-25,auto,add_to_cart,tablet,sea,15,dummy
2026-07-25,auto,begin_checkout,tablet,sea,7,dummy
2026-07-25,auto,add_payment_info,tablet,sea,4,dummy
2026-07-25,auto,purchase,tablet,sea,4,dummy
2026-07-25,auto,page_view,tablet,seo,78,dummy
2026-07-25,auto,view_item,tablet,seo,40,dummy
2026-07-25,auto,add_to_cart,tablet,seo,23,dummy
2026-07-25,auto,begin_checkout,tablet,seo,6,dummy
2026-07-25,auto,add_payment_info,tablet,seo,6,dummy
2026-07-25,auto,purchase,tablet,seo,4,dummy
2026-07-25,auto,page_view,tablet,direct,45,dummy
2026-07-25,auto,view_item,tablet,direct,27,dummy
2026-07-25,auto,add_to_cart,tablet,direct,9,dummy
2026-07-25,auto,begin_checkout,tablet,direct,3,dummy
2026-07-25,auto,add_payment_info,tablet,direct,2,dummy
2026-07-25,auto,purchase,tablet,direct,2,dummy
2026-07-25,auto,page_view,tablet,email,30,dummy
2026-07-25,auto,view_item,tablet,email,11,dummy
2026-07-25,auto,add_to_cart,tablet,email,8,dummy
2026-07-25,auto,begin_checkout,tablet,email,2,dummy
2026-07-25,auto,add_payment_info,tablet,email,1,dummy
2026-07-25,auto,purchase,tablet,email,1,dummy
2026-07-25,auto,page_view,tablet,paid_social,18,dummy
2026-07-25,auto,view_item,tablet,paid_social,9,dummy
2026-07-25,auto,add_to_cart,tablet,paid_social,4,dummy
2026-07-25,auto,begin_checkout,tablet,paid_social,1,dummy
2026-07-25,auto,add_payment_info,tablet,paid_social,1,dummy
2026-07-25,auto,purchase,tablet,paid_social,1,dummy
2026-07-25,auto,page_view,tablet,affiliate,18,dummy
2026-07-25,auto,view_item,tablet,affiliate,14,dummy
2026-07-25,auto,add_to_cart,tablet,affiliate,6,dummy
2026-07-25,auto,begin_checkout,tablet,affiliate,0,dummy
2026-07-25,auto,add_payment_info,tablet,affiliate,0,dummy
2026-07-25,auto,purchase,tablet,affiliate,0,dummy
2026-07-25,auto,page_view,tablet,referral,12,dummy
2026-07-25,auto,view_item,tablet,referral,6,dummy
2026-07-25,auto,add_to_cart,tablet,referral,4,dummy
2026-07-25,auto,begin_checkout,tablet,referral,0,dummy
2026-07-25,auto,add_payment_info,tablet,referral,0,dummy
2026-07-25,auto,purchase,tablet,referral,0,dummy
2026-07-26,auto,page_view,mobile,sea,720,dummy
2026-07-26,auto,view_item,mobile,sea,270,dummy
2026-07-26,auto,add_to_cart,mobile,sea,92,dummy
2026-07-26,auto,begin_checkout,mobile,sea,25,dummy
2026-07-26,auto,add_payment_info,mobile,sea,19,dummy
2026-07-26,auto,purchase,mobile,sea,17,dummy
2026-07-26,auto,page_view,mobile,seo,584,dummy
2026-07-26,auto,view_item,mobile,seo,231,dummy
2026-07-26,auto,add_to_cart,mobile,seo,110,dummy
2026-07-26,auto,begin_checkout,mobile,seo,24,dummy
2026-07-26,auto,add_payment_info,mobile,seo,16,dummy
2026-07-26,auto,purchase,mobile,seo,16,dummy
2026-07-26,auto,page_view,mobile,direct,367,dummy
2026-07-26,auto,view_item,mobile,direct,130,dummy
2026-07-26,auto,add_to_cart,mobile,direct,55,dummy
2026-07-26,auto,begin_checkout,mobile,direct,11,dummy
2026-07-26,auto,add_payment_info,mobile,direct,8,dummy
2026-07-26,auto,purchase,mobile,direct,7,dummy
2026-07-26,auto,page_view,mobile,email,182,dummy
2026-07-26,auto,view_item,mobile,email,76,dummy
2026-07-26,auto,add_to_cart,mobile,email,37,dummy
2026-07-26,auto,begin_checkout,mobile,email,11,dummy
2026-07-26,auto,add_payment_info,mobile,email,6,dummy
2026-07-26,auto,purchase,mobile,email,6,dummy
2026-07-26,auto,page_view,mobile,paid_social,149,dummy
2026-07-26,auto,view_item,mobile,paid_social,56,dummy
2026-07-26,auto,add_to_cart,mobile,paid_social,26,dummy
2026-07-26,auto,begin_checkout,mobile,paid_social,4,dummy
2026-07-26,auto,add_payment_info,mobile,paid_social,3,dummy
2026-07-26,auto,purchase,mobile,paid_social,2,dummy
2026-07-26,auto,page_view,mobile,affiliate,241,dummy
2026-07-26,auto,view_item,mobile,affiliate,90,dummy
2026-07-26,auto,add_to_cart,mobile,affiliate,34,dummy
2026-07-26,auto,begin_checkout,mobile,affiliate,9,dummy
2026-07-26,auto,add_payment_info,mobile,affiliate,5,dummy
2026-07-26,auto,purchase,mobile,affiliate,4,dummy
2026-07-26,auto,page_view,mobile,referral,135,dummy
2026-07-26,auto,view_item,mobile,referral,54,dummy
2026-07-26,auto,add_to_cart,mobile,referral,28,dummy
2026-07-26,auto,begin_checkout,mobile,referral,11,dummy
2026-07-26,auto,add_payment_info,mobile,referral,8,dummy
2026-07-26,auto,purchase,mobile,referral,7,dummy
2026-07-26,auto,page_view,desktop,sea,390,dummy
2026-07-26,auto,view_item,desktop,sea,200,dummy
2026-07-26,auto,add_to_cart,desktop,sea,59,dummy
2026-07-26,auto,begin_checkout,desktop,sea,16,dummy
2026-07-26,auto,add_payment_info,desktop,sea,10,dummy
2026-07-26,auto,purchase,desktop,sea,7,dummy
2026-07-26,auto,page_view,desktop,seo,340,dummy
2026-07-26,auto,view_item,desktop,seo,207,dummy
2026-07-26,auto,add_to_cart,desktop,seo,99,dummy
2026-07-26,auto,begin_checkout,desktop,seo,34,dummy
2026-07-26,auto,add_payment_info,desktop,seo,22,dummy
2026-07-26,auto,purchase,desktop,seo,17,dummy
2026-07-26,auto,page_view,desktop,direct,199,dummy
2026-07-26,auto,view_item,desktop,direct,109,dummy
2026-07-26,auto,add_to_cart,desktop,direct,48,dummy
2026-07-26,auto,begin_checkout,desktop,direct,12,dummy
2026-07-26,auto,add_payment_info,desktop,direct,8,dummy
2026-07-26,auto,purchase,desktop,direct,7,dummy
2026-07-26,auto,page_view,desktop,email,110,dummy
2026-07-26,auto,view_item,desktop,email,57,dummy
2026-07-26,auto,add_to_cart,desktop,email,25,dummy
2026-07-26,auto,begin_checkout,desktop,email,3,dummy
2026-07-26,auto,add_payment_info,desktop,email,3,dummy
2026-07-26,auto,purchase,desktop,email,3,dummy
2026-07-26,auto,page_view,desktop,paid_social,100,dummy
2026-07-26,auto,view_item,desktop,paid_social,52,dummy
2026-07-26,auto,add_to_cart,desktop,paid_social,26,dummy
2026-07-26,auto,begin_checkout,desktop,paid_social,7,dummy
2026-07-26,auto,add_payment_info,desktop,paid_social,3,dummy
2026-07-26,auto,purchase,desktop,paid_social,1,dummy
2026-07-26,auto,page_view,desktop,affiliate,133,dummy
2026-07-26,auto,view_item,desktop,affiliate,81,dummy
2026-07-26,auto,add_to_cart,desktop,affiliate,36,dummy
2026-07-26,auto,begin_checkout,desktop,affiliate,11,dummy
2026-07-26,auto,add_payment_info,desktop,affiliate,9,dummy
2026-07-26,auto,purchase,desktop,affiliate,5,dummy
2026-07-26,auto,page_view,desktop,referral,61,dummy
2026-07-26,auto,view_item,desktop,referral,35,dummy
2026-07-26,auto,add_to_cart,desktop,referral,18,dummy
2026-07-26,auto,begin_checkout,desktop,referral,6,dummy
2026-07-26,auto,add_payment_info,desktop,referral,4,dummy
2026-07-26,auto,purchase,desktop,referral,4,dummy
2026-07-26,auto,page_view,tablet,sea,75,dummy
2026-07-26,auto,view_item,tablet,sea,34,dummy
2026-07-26,auto,add_to_cart,tablet,sea,10,dummy
2026-07-26,auto,begin_checkout,tablet,sea,3,dummy
2026-07-26,auto,add_payment_info,tablet,sea,2,dummy
2026-07-26,auto,purchase,tablet,sea,1,dummy
2026-07-26,auto,page_view,tablet,seo,74,dummy
2026-07-26,auto,view_item,tablet,seo,52,dummy
2026-07-26,auto,add_to_cart,tablet,seo,19,dummy
2026-07-26,auto,begin_checkout,tablet,seo,8,dummy
2026-07-26,auto,add_payment_info,tablet,seo,5,dummy
2026-07-26,auto,purchase,tablet,seo,4,dummy
2026-07-26,auto,page_view,tablet,direct,41,dummy
2026-07-26,auto,view_item,tablet,direct,20,dummy
2026-07-26,auto,add_to_cart,tablet,direct,5,dummy
2026-07-26,auto,begin_checkout,tablet,direct,0,dummy
2026-07-26,auto,add_payment_info,tablet,direct,0,dummy
2026-07-26,auto,purchase,tablet,direct,0,dummy
2026-07-26,auto,page_view,tablet,email,30,dummy
2026-07-26,auto,view_item,tablet,email,18,dummy
2026-07-26,auto,add_to_cart,tablet,email,7,dummy
2026-07-26,auto,begin_checkout,tablet,email,3,dummy
2026-07-26,auto,add_payment_info,tablet,email,2,dummy
2026-07-26,auto,purchase,tablet,email,2,dummy
2026-07-26,auto,page_view,tablet,paid_social,20,dummy
2026-07-26,auto,view_item,tablet,paid_social,13,dummy
2026-07-26,auto,add_to_cart,tablet,paid_social,5,dummy
2026-07-26,auto,begin_checkout,tablet,paid_social,1,dummy
2026-07-26,auto,add_payment_info,tablet,paid_social,1,dummy
2026-07-26,auto,purchase,tablet,paid_social,0,dummy
2026-07-26,auto,page_view,tablet,affiliate,22,dummy
2026-07-26,auto,view_item,tablet,affiliate,9,dummy
2026-07-26,auto,add_to_cart,tablet,affiliate,4,dummy
2026-07-26,auto,begin_checkout,tablet,affiliate,2,dummy
2026-07-26,auto,add_payment_info,tablet,affiliate,2,dummy
2026-07-26,auto,purchase,tablet,affiliate,2,dummy
2026-07-26,auto,page_view,tablet,referral,15,dummy
2026-07-26,auto,view_item,tablet,referral,8,dummy
2026-07-26,auto,add_to_cart,tablet,referral,6,dummy
2026-07-26,auto,begin_checkout,tablet,referral,1,dummy
2026-07-26,auto,add_payment_info,tablet,referral,0,dummy
2026-07-26,auto,purchase,tablet,referral,0,dummy
2026-07-27,auto,page_view,mobile,sea,895,dummy
2026-07-27,auto,view_item,mobile,sea,356,dummy
2026-07-27,auto,add_to_cart,mobile,sea,108,dummy
2026-07-27,auto,begin_checkout,mobile,sea,29,dummy
2026-07-27,auto,add_payment_info,mobile,sea,21,dummy
2026-07-27,auto,purchase,mobile,sea,18,dummy
2026-07-27,auto,page_view,mobile,seo,773,dummy
2026-07-27,auto,view_item,mobile,seo,308,dummy
2026-07-27,auto,add_to_cart,mobile,seo,139,dummy
2026-07-27,auto,begin_checkout,mobile,seo,50,dummy
2026-07-27,auto,add_payment_info,mobile,seo,29,dummy
2026-07-27,auto,purchase,mobile,seo,26,dummy
2026-07-27,auto,page_view,mobile,direct,480,dummy
2026-07-27,auto,view_item,mobile,direct,199,dummy
2026-07-27,auto,add_to_cart,mobile,direct,96,dummy
2026-07-27,auto,begin_checkout,mobile,direct,33,dummy
2026-07-27,auto,add_payment_info,mobile,direct,18,dummy
2026-07-27,auto,purchase,mobile,direct,12,dummy
2026-07-27,auto,page_view,mobile,email,237,dummy
2026-07-27,auto,view_item,mobile,email,96,dummy
2026-07-27,auto,add_to_cart,mobile,email,56,dummy
2026-07-27,auto,begin_checkout,mobile,email,15,dummy
2026-07-27,auto,add_payment_info,mobile,email,12,dummy
2026-07-27,auto,purchase,mobile,email,9,dummy
2026-07-27,auto,page_view,mobile,paid_social,208,dummy
